PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
242.174,140.165,-81.829
245.744,140.165,-82.641
249.314,140.165,-82.667
252.884,140.165,-83.674
256.454,140.165,-82.806
260.024,140.165,-83.331
263.594,140.165,-82.653
267.164,140.165,-82.113
270.734,140.165,-82.243
274.304,140.165,-81.435
277.874,140.165,-82.100
281.444,140.165,-81.898
285.014,140.165,-82.690
288.585,140.165,-82.785
292.155,140.165,-80.823
295.725,140.165,-83.213
299.295,140.165,-81.434
302.865,140.165,-82.284
306.435,140.165,-81.644
310.005,140.165,-83.001
313.575,140.165,-82.176
317.145,140.165,-82.540
320.715,140.165,-82.813
324.285,140.165,-83.280
327.855,140.165,-83.564
331.425,140.165,-83.877
334.995,140.165,-84.109
338.565,140.165,-83.763
342.135,140.165,-82.345
345.705,140.165,-84.538
349.276,140.165,-82.850
352.846,140.165,-81.612
356.416,140.165,-83.645
359.986,140.165,-83.821
363.556,140.165,-84.421
367.126,140.165,-83.065
156.492,144.128,-89.871
160.062,144.128,-91.914
163.632,144.128,-91.160
167.203,144.128,-91.258
170.773,144.128,-90.073
174.343,144.128,-90.675
177.913,144.128,-89.635
181.483,144.128,-89.110
185.053,144.128,-88.365
188.623,144.128,-88.633
192.193,144.128,-87.698
195.763,144.128,-87.132
199.333,144.128,-86.578
202.903,144.128,-84.914
206.473,144.128,-82.199
210.043,144.128,-81.133
213.613,144.128,-86.505
217.183,144.128,-83.963
220.753,144.128,-80.959
224.323,144.128,-85.365
227.894,144.128,-85.042
231.464,144.128,-81.450
235.034,144.128,-85.104
238.604,144.128,-82.945
242.174,144.128,-80.666
245.744,144.128,-79.730
249.314,144.128,-80.150
252.884,144.128,-78.756
256.454,144.128,-79.327
260.024,144.128,-79.384
263.594,144.128,-78.992
267.164,144.128,-78.208
270.734,144.128,-79.925
274.304,144.128,-79.056
277.874,144.128,-79.252
281.444,144.128,-79.131
285.014,144.128,-80.051
288.585,144.128,-78.168
292.155,144.128,-79.065
295.725,144.128,-80.089
299.295,144.128,-80.312
302.865,144.128,-79.733
306.435,144.128,-80.431
310.005,144.128,-80.222
313.575,144.128,-80.125
317.145,144.128,-79.933
320.715,144.128,-80.767
324.285,144.128,-78.903
327.855,144.128,-80.873
331.425,144.128,-81.819
334.995,144.128,-80.728
338.565,144.128,-80.704
342.135,144.128,-81.386
345.705,144.128,-81.644
349.276,144.128,-81.502
352.846,144.128,-80.960
356.416,144.128,-82.135
359.986,144.128,-81.159
363.556,144.128,-81.271
367.126,144.128,-81.582
156.492,148.091,-88.730
160.062,148.091,-88.310
163.632,148.091,-87.365
167.203,148.091,-89.202
170.773,148.091,-90.389
174.343,148.091,-90.426
177.913,148.091,-90.129
181.483,148.091,-89.438
185.053,148.091,-88.919
188.623,148.091,-86.914
192.193,148.091,-85.056
195.763,148.091,-84.242
199.333,148.091,-85.213
202.903,148.091,-85.376
206.473,148.091,-85.757
210.043,148.091,-84.872
213.613,148.091,-84.571
217.183,148.091,-83.885
220.753,148.091,-83.659
224.323,148.091,-83.546
227.894,148.091,-82.362
231.464,148.091,-82.051
235.034,148.091,-79.737
238.604,148.091,-79.691
242.174,148.091,-83.267
245.744,148.091,-83.030
249.314,148.091,-82.603
252.884,148.091,-81.075
256.454,148.091,-81.801
260.024,148.091,-81.200
263.594,148.091,-81.593
267.164,148.091,-81.475
270.734,148.091,-81.622
274.304,148.091,-81.699
277.874,148.091,-81.259
281.444,148.091,-81.409
285.014,148.091,-82.442
288.585,148.091,-81.888
292.155,148.091,-82.318
295.725,148.091,-82.277
299.295,148.091,-82.767
302.865,148.091,-82.291
306.435,148.091,-83.247
310.005,148.091,-81.781
313.575,148.091,-81.653
317.145,148.091,-82.281
320.715,148.091,-82.590
324.285,148.091,-82.751
327.855,148.091,-83.815
331.425,148.091,-82.259
334.995,148.091,-84.033
338.565,148.091,-84.172
342.135,148.091,-84.851
345.705,148.091,-84.966
349.276,148.091,-84.208
352.846,148.091,-83.828
356.416,148.091,-82.913
359.986,148.091,-82.642
363.556,148.091,-82.488
367.126,148.091,-84.844
156.492,152.054,-90.395
160.062,152.054,-90.062
163.632,152.054,-89.155
167.203,152.054,-89.237
170.773,152.054,-88.230
174.343,152.054,-86.671
177.913,152.054,-88.197
181.483,152.054,-87.022
185.053,152.054,-86.846
188.623,152.054,-85.661
192.193,152.054,-85.432
195.763,152.054,-85.141
199.333,152.054,-84.125
202.903,152.054,-84.892
