PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
-8.111,149.816,-94.250
-4.829,149.816,-94.569
-1.547,149.816,-94.857
1.735,149.816,-95.874
5.017,149.816,-96.495
8.299,149.816,-95.757
11.581,149.816,-96.906
14.864,149.816,-96.754
18.146,149.816,-96.135
21.428,149.816,-95.742
24.710,149.816,-95.074
27.992,149.816,-95.408
31.274,149.816,-95.846
34.556,149.816,-95.849
37.838,149.816,-95.743
41.120,149.816,-93.659
44.403,149.816,-95.758
47.685,149.816,-94.782
50.967,149.816,-94.693
54.249,149.816,-93.823
57.531,149.816,-94.618
60.813,149.816,-95.222
64.095,149.816,-93.979
67.377,149.816,-96.138
70.659,149.816,-93.279
73.942,149.816,-93.712
77.224,149.816,-94.402
80.506,149.816,-95.230
83.788,149.816,-93.081
87.070,149.816,-93.819
90.352,149.816,-95.926
93.634,149.816,-94.058
96.916,149.816,-96.462
100.198,149.816,-93.403
103.481,149.816,-95.928
106.763,149.816,-95.358
110.045,149.816,-95.530
113.327,149.816,-95.434
116.609,149.816,-95.796
119.891,149.816,-96.020
123.173,149.816,-95.746
126.455,149.816,-96.114
129.737,149.816,-97.205
133.020,149.816,-95.761
136.302,149.816,-95.444
139.584,149.816,-95.208
142.866,149.816,-95.007
146.148,149.816,-96.152
149.430,149.816,-95.454
152.712,149.816,-95.815
155.994,149.816,-94.915
159.276,149.816,-95.959
162.559,149.816,-97.631
165.841,149.816,-95.628
169.123,149.816,-97.851
172.405,149.816,-96.611
175.687,149.816,-96.926
178.969,149.816,-96.135
-14.675,153.681,-93.428
-11.393,153.681,-93.638
-8.111,153.681,-94.495
-4.829,153.681,-95.131
-1.547,153.681,-95.154
1.735,153.681,-95.375
5.017,153.681,-94.582
8.299,153.681,-94.877
11.581,153.681,-96.579
14.864,153.681,-96.924
18.146,153.681,-95.509
21.428,153.681,-93.197
24.710,153.681,-95.436
27.992,153.681,-97.263
31.274,153.681,-95.712
34.556,153.681,-94.008
37.838,153.681,-93.283
41.120,153.681,-95.976
44.403,153.681,-94.605
47.685,153.681,-95.723
50.967,153.681,-95.860
54.249,153.681,-95.336
57.531,153.681,-93.996
60.813,153.681,-95.551
64.095,153.681,-92.346
67.377,153.681,-96.463
70.659,153.681,-94.124
73.942,153.681,-95.302
77.224,153.681,-94.534
80.506,153.681,-94.037
83.788,153.681,-96.304
87.070,153.681,-94.130
90.352,153.681,-93.890
93.634,153.681,-95.340
96.916,153.681,-96.283
100.198,153.681,-95.269
103.481,153.681,-96.542
106.763,153.681,-93.722
110.045,153.681,-94.946
113.327,153.681,-95.561
116.609,153.681,-95.757
119.891,153.681,-95.027
123.173,153.681,-94.795
126.455,153.681,-96.531
129.737,153.681,-95.796
133.020,153.681,-94.806
136.302,153.681,-94.964
139.584,153.681,-96.675
142.866,153.681,-96.074
146.148,153.681,-94.364
149.430,153.681,-96.212
152.712,153.681,-94.950
155.994,153.681,-94.333
159.276,153.681,-94.733
162.559,153.681,-95.686
165.841,153.681,-95.564
169.123,153.681,-95.093
172.405,153.681,-95.892
175.687,153.681,-93.949
178.969,153.681,-96.433
-14.675,157.545,-92.782
-11.393,157.545,-92.959
-8.111,157.545,-93.820
-4.829,157.545,-94.176
-1.547,157.545,-94.645
1.735,157.545,-94.836
5.017,157.545,-96.184
8.299,157.545,-95.934
11.581,157.545,-95.906
14.864,157.545,-96.541
18.146,157.545,-95.844
21.428,157.545,-95.396
24.710,157.545,-95.253
27.992,157.545,-95.226
31.274,157.545,-94.142
34.556,157.545,-95.639
37.838,157.545,-96.556
41.120,157.545,-94.873
44.403,157.545,-95.041
47.685,157.545,-95.173
50.967,157.545,-94.322
54.249,157.545,-94.329
57.531,157.545,-94.146
60.813,157.545,-94.726
64.095,157.545,-95.739
67.377,157.545,-93.362
70.659,157.545,-95.886
73.942,157.545,-94.725
77.224,157.545,-93.936
80.506,157.545,-93.934
83.788,157.545,-94.851
87.070,157.545,-95.635
90.352,157.545,-94.803
93.634,157.545,-96.171
96.916,157.545,-94.899
100.198,157.545,-95.702
103.481,157.545,-95.244
106.763,157.545,-95.863
110.045,157.545,-96.137
113.327,157.545,-95.134
116.609,157.545,-95.531
119.891,157.545,-96.190
123.173,157.545,-96.426
126.455,157.545,-96.528
129.737,157.545,-95.518
133.020,157.545,-95.753
136.302,157.545,-96.984
139.584,157.545,-95.181
142.866,157.545,-96.818
146.148,157.545,-95.763
149.430,157.545,-95.482
152.712,157.545,-96.077
155.994,157.545,-94.555
159.276,157.545,-94.729
162.559,157.545,-95.182
165.841,157.545,-94.307
169.123,157.545,-97.019
172.405,157.545,-93.945
175.687,157.545,-96.118
178.969,157.545,-96.962
-14.675,161.410,-94.646
-11.393,161.410,-96.895
-8.111,161.410,-94.674
-4.829,161.410,-96.853
-1.547,161.410,-96.272
1.735,161.410,-94.811
5.017,161.410,-95.938
8.299,161.410,-95.520
11.581,161.410,-94.991
14.864,161.410,-95.777
18.146,161.410,-95.071
21.428,161.410,-93.762
24.710,161.410,-94.916
27.992,161.410,-93.803
31.274,161.410,-95.238
34.556,161.410,-95.499
37.838,161.410,-95.269
41.120,161.410,-93.756
44.403,161.410,-93.532
47.685,161.410,-96.383
50.967,161.410,-95.233
54.249,161.410,-95.254
57.531,161.410,-94.631
60.813,161.410,-93.858
64.095,161.410,-94.310
67.377,161.410,-93.431
70.659,161.410,-95.380
73.942,161.410,-92.429
77.224,161.410,-95.142
80.506,161.410,-94.369
83.788,161.410,-95.348
87.070,161.410,-94.215
90.352,161.410,-95.594
93.634,161.410,-94.271
96.916,161.410,-95.286
100.198,161.410,-94.638
103.481,161.410,-95.252
106.763,161.410,-93.425
110.045,161.410,-95.374
113.327,161.410,-95.136
116.609,161.410,-93.970
119.891,161.410,-95.999
123.173,161.410,-95.832
126.455,161.410,-95.504
129.737,161.410,-96.107
133.020,161.410,-95.742
136.302,161.410,-94.755
139.584,161.410,-96.042
142.866,161.410,-96.269
146.148,161.410,-95.243
149.430,161.410,-93.902
152.712,161.410,-95.622
155.994,161.410,-95.272
159.276,161.410,-96.324
162.559,161.410,-94.195
165.841,161.410,-95.832
169.123,161.410,-95.001
172.405,161.410,-94.700
175.687,161.410,-95.369
178.969,161.410,-94.653
