PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
52.551,126.713,-94.252
55.624,126.713,-93.024
58.697,126.713,-94.175
61.771,126.713,-93.586
64.844,126.713,-95.734
67.917,126.713,-95.900
70.991,126.713,-94.939
74.064,126.713,-95.267
77.137,126.713,-93.988
80.211,126.713,-94.597
83.284,126.713,-94.148
86.357,126.713,-94.324
89.431,126.713,-95.153
92.504,126.713,-95.566
95.577,126.713,-93.301
98.651,126.713,-94.689
101.724,126.713,-94.160
104.797,126.713,-93.995
107.871,126.713,-94.064
110.944,126.713,-94.107
114.017,126.713,-93.821
117.091,126.713,-93.611
120.164,126.713,-93.320
123.237,126.713,-94.156
126.311,126.713,-93.609
129.384,126.713,-92.617
132.457,126.713,-93.535
135.531,126.713,-92.551
138.604,126.713,-92.822
141.677,126.713,-93.896
144.751,126.713,-93.143
147.824,126.713,-92.924
150.897,126.713,-92.310
153.971,126.713,-91.689
157.044,126.713,-93.359
160.117,126.713,-90.485
163.191,126.713,-92.077
166.264,126.713,-91.514
169.337,126.713,-90.201
172.411,126.713,-93.393
175.484,126.713,-90.944
-5.843,130.207,-85.945
-2.770,130.207,-85.814
0.304,130.207,-86.736
3.377,130.207,-86.824
6.450,130.207,-87.202
9.524,130.207,-87.461
12.597,130.207,-87.962
15.670,130.207,-87.131
18.744,130.207,-88.598
21.817,130.207,-88.026
24.890,130.207,-89.265
27.964,130.207,-90.812
31.037,130.207,-88.270
34.111,130.207,-88.412
37.184,130.207,-92.043
40.257,130.207,-92.796
43.331,130.207,-91.549
46.404,130.207,-93.168
49.477,130.207,-93.106
52.551,130.207,-93.528
55.624,130.207,-94.708
58.697,130.207,-94.200
61.771,130.207,-93.989
64.844,130.207,-94.141
67.917,130.207,-95.746
70.991,130.207,-94.391
74.064,130.207,-94.717
77.137,130.207,-95.134
80.211,130.207,-93.718
83.284,130.207,-94.834
86.357,130.207,-94.166
89.431,130.207,-95.433
92.504,130.207,-95.435
95.577,130.207,-95.546
98.651,130.207,-95.311
101.724,130.207,-93.867
104.797,130.207,-93.788
107.871,130.207,-94.669
110.944,130.207,-93.243
114.017,130.207,-95.032
117.091,130.207,-93.980
120.164,130.207,-93.445
123.237,130.207,-92.470
126.311,130.207,-93.042
129.384,130.207,-92.554
132.457,130.207,-94.182
135.531,130.207,-94.296
138.604,130.207,-93.754
141.677,130.207,-93.662
144.751,130.207,-93.682
147.824,130.207,-93.512
150.897,130.207,-92.493
153.971,130.207,-92.161
157.044,130.207,-91.575
160.117,130.207,-91.745
163.191,130.207,-91.722
166.264,130.207,-92.573
169.337,130.207,-92.555
172.411,130.207,-90.235
175.484,130.207,-92.816
